0.000000, -0.800343, 69.290854
0.000000, -0.715417, 69.290854
0.000000, -0.643744, 69.290854
0.000000, -0.377983, 69.290854
0.000000, -0.325461, 69.290854
0.000000, -0.011504, 69.290854
0.000000, 0.013508, 69.290854
0.000000, 0.162486, 69.290854
0.000000, 0.162635, 69.290854
0.000000, 0.174010, 74.486107
0.000000, 0.189669, 69.290854
0.000000, 0.243968, 69.290854
0.000000, 0.253752, 69.290854
0.000000, 0.284170, 69.290854
0.000000, 0.298520, 74.486107
0.000000, 0.304803, 74.486107
0.000000, 0.331330, 74.486107
0.000000, 0.383109, 74.486107
0.000000, 0.386669, 74.486107
0.000000, 0.417330, 74.486107
0.000000, 0.434887, 69.290854
0.000000, 0.564824, 74.486107
0.000000, 0.624587, 69.290854
0.000000, 0.686545, 69.290854
0.000000, 0.814114, 69.290854
0.000000, 0.992778, 69.290854
1.000000, -0.962297, 69.290854
1.000000, -0.819203, 69.290854
1.000000, -0.302812, 69.290854
1.000000, -0.222805, 69.290854
1.000000, -0.115235, 69.290854
1.000000, -0.090110, 69.290854
1.000000, 0.064328, 69.290854
1.000000, 0.092164, 69.290854
1.000000, 0.115377, 69.290854
1.000000, 0.140721, 69.290854
1.000000, 0.437313, 69.290854
1.000000, 0.553145, 69.290854
1.000000, 0.895703, 69.290854
2.000000, -0.753060, 69.290854
2.000000, -0.588622, 69.290854
2.000000, -0.511789, 69.290854
2.000000, -0.384908, 69.290854
2.000000, -0.186926, 69.290854
2.000000, -0.003637, 69.290854
2.000000, 0.020096, 69.290854
2.000000, 0.104136, 69.290854
2.000000, 0.220078, 69.290854
2.000000, 0.220377, 69.290854
3.000000, -0.930363, 69.290854
3.000000, -0.898654, 69.290854
3.000000, -0.889065, 69.290854
3.000000, -0.793114, 69.290854
3.000000, -0.765060, 69.290854
3.000000, -0.548191, 69.290854
3.000000, -0.409451, 69.290854
3.000000, -0.355260, 69.290854
3.000000, -0.284368, 69.290854
3.000000, -0.035168, 69.290854
3.000000, 0.163144, 69.290854
3.000000, 0.420290, 69.290854
4.000000, -0.919353, 69.290854
4.000000, -0.644771, 69.290854
4.000000, -0.487058, 69.290854
4.000000, -0.369724, 69.290854
4.000000, 0.360587, 69.290854
4.000000, 0.376752, 69.290854
4.000000, 0.424397, 69.290854
4.000000, 0.480394, 69.290854
4.000000, 0.682278, 69.290854
4.000000, 0.719765, 69.290854
4.000000, 0.848932, 69.290854
5.000000, -0.680099, 69.290854
5.000000, -0.473393, 69.290854
5.000000, -0.430029, 69.290854
5.000000, -0.390928, 69.290854
5.000000, -0.358903, 69.290854
5.000000, 0.161730, 69.290854
5.000000, 0.167171, 69.290854
5.000000, 0.169619, 69.290854
5.000000, 0.285598, 69.290854
5.000000, 0.372688, 69.290854
5.000000, 0.446974, 69.290854
5.000000, 0.453758, 69.290854
5.000000, 0.463844, 69.290854
5.000000, 0.779924, 69.290854
5.000000, 0.856784, 69.290854
6.000000, -0.740849, 69.290854
6.000000, -0.673449, 69.290854
6.000000, -0.632397, 69.290854
6.000000, -0.371667, 69.290854
6.000000, -0.096267, 69.290854
6.000000, 0.060540, 69.290854
6.000000, 0.090192, 69.290854
6.000000, 0.509474, 69.290854
6.000000, 0.526028, 69.290854
6.000000, 0.568955, 69.290854
6.000000, 0.767254, 69.290854
7.000000, -0.938940, 69.290854
7.000000, -0.917358, 69.290854
7.000000, -0.890607, 69.290854
7.000000, -0.759450, 69.290854
7.000000, -0.686462, 69.290854
7.000000, -0.642424, 69.290854
7.000000, -0.625706, 69.290854
7.000000, -0.608287, 69.290854
7.000000, -0.607194, 69.290854
7.000000, -0.422811, 69.290854
7.000000, -0.060989, 69.290854
7.000000, 0.012823, 69.290854
7.000000, 0.260066, 69.290854
7.000000, 0.459907, 69.290854
7.000000, 0.497176, 69.290854
7.000000, 0.590585, 69.290854
7.000000, 0.598050, 69.290854
7.000000, 0.621575, 69.290854
7.000000, 0.687708, 69.290854
7.000000, 0.848054, 69.290854
8.000000, -0.772268, 69.290854
8.000000, -0.645164, 69.290854
8.000000, -0.522316, 69.290854
8.000000, -0.470131, 69.290854
8.000000, -0.372534, 69.290854
8.000000, -0.296062, 69.290854
8.000000, -0.279929, 69.290854
8.000000, -0.229728, 69.290854
8.000000, -0.185043, 69.290854
8.000000, 0.093388, 69.290854
8.000000, 0.530404, 69.290854
8.000000, 0.872176, 69.290854
8.000000, 0.886535, 69.290854
9.000000, -0.995613, 69.290854
9.000000, -0.621071, 69.290854
